Timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,Replaced blade
-0.187999973,-0.150048479,0.001349449,-791008,-6.866455078,102357,-2.50428915,0.333995134,0
-0.183999973,-0.140082404,0.001349449,-791008,0,102357,2.50428915,0.333995134,0
-0.179999974,-0.125032842,-0.001397133,-791008,0,102357,0,0.334996849,0
-0.175999974,-0.143470734,0.001349449,-791008,-13.73291016,102357,2.504438162,0.334996849,0
-0.171999974,-0.128516808,0.001349449,-791008,0,102357,0,0.335998625,0
-0.167999975,-0.13030225,0.001349449,-791008,0,102357,0,0.335998625,0
-0.163999975,-0.126244649,-0.001397133,-791008,-6.866455078,102357,0,0.335998625,0
-0.159999975,-0.105128907,-0.001397133,-791008,6.866455078,102357,0,0.335998625,0
-0.155999975,-0.105519928,-0.004143715,-791008,0,102357,0,0.335998625,0
-0.151999976,-0.131069109,0.001349449,-791008,0,102357,5.0085783,0.332993418,0
-0.147999976,-0.154673517,0.001349449,-791008,6.866455078,102357,2.504438162,0.334996849,0
-0.143999976,-0.135538265,0.001349449,-791008,-6.866455078,102357,-2.504438162,0.335998625,0
-0.139999976,-0.115362905,-0.002770424,-791008,6.866455078,102357,0,0.335998625,0
-0.135999977,-0.14488019,-0.001397133,-791008,0,102357,-7.513016224,0.335998625,0
-0.131999977,-0.112452604,-0.001397133,-791008,0,102357,0,0.335998625,0
-0.127999977,-0.122755498,-0.001397133,-791008,0,102357,2.504438162,0.334996849,0
-0.123999978,-0.124260351,-0.001397133,-791008,6.866455078,102357,5.0085783,0.332993418,0
-0.119999978,-0.129956886,-2.38419E-05,-791008,0,102357,-5.008727074,0.335998625,0
-0.115999978,-0.127542108,-0.001397133,-791008,0,102357,0,0.335998625,0
-0.111999978,-0.142279521,-0.001397133,-791008,-6.866455078,102357,2.504438162,0.334996849,0
-0.107999979,-0.123541817,-0.001397133,-791008,0,102357,0,0.333995134,0
-0.103999979,-0.116002172,-0.001397133,-791008,6.866455078,102357,-7.513016224,0.335998625,0
-0.099999979,-0.125332817,-0.001397133,-791008,3.433227539,102357,0,0.335998625,0
-0.09599998,-0.135461465,0.001349449,-791008,0,102357,0,0.335998625,0
-0.09199998,-0.141451076,0.001349449,-791008,0,102357,0,0.335998625,0
-0.08799998,-0.153336078,0.004096031,-791008,-6.866455078,102357,2.504438162,0.334996849,0
-0.08399998,-0.129960924,-0.001397133,-791008,0,102357,2.504438162,0.334996849,0
-0.079999981,-0.150240943,0.004096031,-791008,-6.866455078,102357,0,0.335998625,0
-0.075999981,-0.115251176,-0.004143715,-791008,3.433227539,102357,-2.504438162,0.335998625,0
-0.071999981,-0.112111799,-0.001397133,-791008,0,102357,2.50428915,0.333995134,0
-0.067999981,-0.134022802,0.001349449,-791008,-6.866455078,102357,-5.008727074,0.335998625,0
-0.063999982,-0.136032909,-0.001397133,-791008,0,102357,0,0.335998625,0
-0.059999982,-0.120286547,-0.002770424,-791008,-3.433227539,102357,-2.504438162,0.335998625,0
-0.055999982,-0.123161517,-0.001397133,-791008,0,102357,2.504438162,0.334996849,0
-0.051999983,-0.113697939,-0.001167297,-791008,0,102357,5.008727074,0.333995134,0
-0.047999983,-0.113604866,-0.002527237,-791008,0,102357,0,0.336002916,0
-0.043999983,-0.144461721,0.001627922,-791008,6.866455078,102357,0,0.336479038,0
-0.039999983,-0.146995753,0.00421524,-791008,0,102357,-7.513016224,0.3387582,0
-0.035999984,-0.142128572,0.006620407,-791008,6.866455078,102357,-2.50428915,0.342239827,0
-0.031999984,-0.163327083,0.007249832,-791008,6.866455078,102357,-2.50428915,0.350303918,0
-0.027999984,-0.195378795,0.015496254,-791008,6.866455078,102357,0,0.361295372,0
-0.023999984,-0.195161447,0.00939846,-791008,6.866455078,102357,5.008727074,0.374534577,0
-0.019999985,-0.232933849,0.017575264,-791008,10.29968262,102357,5.008727074,0.391318649,0
-0.015999985,-0.247980535,0.017832756,-791008,17.1661377,102357,5.0085783,0.405906588,0
-0.011999985,-0.275493473,0.019329071,-791008,10.29968262,102357,12.52159405,0.41954264,0
-0.007999986,-0.266758323,0.008340836,-791008,27.46582031,102357,12.52159405,0.431441694,0
-0.003999986,-0.25596258,-0.000484467,-791008,20.59936523,102357,17.53032112,0.443796903,0
1.38655E-08,-0.271807134,0.003614426,-791008,30.89904785,102357,17.53032112,0.45877561,0
0.004000014,-0.281260729,0.002557755,-791008,34.33227539,102357,20.03461075,0.479520142,0
0.008000013,-0.309402227,0.005262375,-791008,30.89904785,102357,30.0520649,0.494120389,0
0.012000013,-0.296330392,0.00188446,-791007,37.76550293,102357,35.06079102,0.516684532,0
0.016000013,-0.299133778,0.000198364,-791007,51.49841309,102357,37.56507874,0.534248948,0
0.020000012,-0.286450058,-0.011022568,-791007,51.49841309,102357,50.08682251,0.548848093,0
0.024000012,-0.247191414,-0.018980026,-791007,61.7980957,102358,50.08682251,0.565495253,0
0.028000012,-0.284239769,-0.008810043,-791007,58.36486816,102358,57.5996933,0.578160107,0
0.032000012,-0.284413666,-0.005483627,-791006,65.23132324,102358,67.61714172,0.583789051,0
0.036000011,-0.291444838,-0.003307343,-791006,75.53100586,102358,77.63445282,0.588318467,0
0.040000011,-0.274763405,-0.010780334,-791006,89.26391602,102359,77.63445282,0.59164691,0
0.044000011,-0.263854802,-0.013518333,-791005,85.83068848,102359,90.15619659,0.591646075,0
0.048000011,-0.27197358,-0.00652504,-791005,96.13037109,102359,92.66048431,0.595173836,0
0.05200001,-0.282003403,-0.002893448,-791005,99.56359863,102360,92.66048431,0.602050483,0
0.05600001,-0.277010977,-0.002216339,-791004,109.8632813,102360,102.6779404,0.605056584,0
0.06000001,-0.26223585,-0.010501862,-791004,120.1629639,102361,115.1996841,0.609972596,0
0.064000009,-0.246241838,-0.012018204,-791003,120.1629639,102361,117.7038193,0.623550653,0
0.068000009,-0.256442249,-0.007978439,-791003,123.5961914,102361,125.2169876,0.640496612,0
0.072000009,-0.272863805,-0.002807617,-791002,137.3291016,102362,135.234436,0.659495473,0
0.076000009,-0.265886992,-0.000247955,-791002,140.7623291,102363,140.2430573,0.673200309,0
0.080000008,-0.24037835,-0.001531601,-791001,161.3616943,102363,145.2515869,0.687255561,0
0.084000008,-0.240642786,-0.004693985,-791000,157.9284668,102364,157.7733307,0.694255888,0
0.088000008,-0.248256609,-0.003656387,-791000,168.2281494,102364,162.7820587,0.707812548,0
0.092000008,-0.248951703,-0.000817299,-790999,171.661377,102365,180.3123932,0.712453783,0
0.096000007,-0.238293156,-0.00292778,-790998,192.2607422,102366,167.7907867,0.720731854,0
0.100000007,-0.23379609,-0.002788544,-790997,202.5604248,102367,192.8341675,0.717122138,0
0.104000007,-0.229451701,-0.008085251,-790997,202.5604248,102367,205.3558807,0.714128971,0
0.108000006,-0.221491814,-0.007966042,-790996,212.8601074,102368,210.3644562,0.704185724,0
0.112000006,-0.213475555,-0.001893997,-790995,216.293335,102369,220.3819122,0.704756141,0
0.116000006,-0.247644588,0.000595093,-790994,226.5930176,102370,232.903656,0.708214939,0
0.120000006,-0.248583883,0.002317429,-790993,230.0262451,102371,232.9036407,0.713939011,0
0.124000005,-0.224890083,-0.000562668,-790992,236.8927002,102372,247.9296722,0.716271102,0
0.128000005,-0.193473697,-0.006843567,-790991,254.0588379,102373,257.9469604,0.723533034,0
0.132000005,-0.205421999,0.00022316,-790990,257.4920654,102374,265.4599915,0.734021425,0
0.136000004,-0.22767143,0.005348206,-790989,264.3585205,102375,280.4861755,0.742000639,0
0.140000004,-0.202314273,-0.000834465,-790988,274.6582031,102376,270.4685669,0.756713629,0
0.144000004,-0.211229533,0.001852989,-790987,291.8243408,102377,295.5120544,0.77036798,0
0.148000004,-0.224274054,0.004254341,-790986,298.6907959,102378,305.5293579,0.782158375,0
0.152000003,-0.210650593,-0.001159668,-790984,305.557251,102380,315.546814,0.792231202,0
0.156000003,-0.245725989,0.010549545,-790983,308.9904785,102381,323.059845,0.806748688,0
0.160000003,-0.25523752,0.013057709,-790982,315.8569336,102382,338.0857239,0.822798193,0
0.164000003,-0.236820474,0.005903244,-790981,322.7233887,102384,335.5815735,0.836463571,0
0.168000002,-0.27209723,0.009880066,-790979,343.3227539,102385,355.6162109,0.845807135,0
0.172000002,-0.282703936,0.010560989,-790978,350.189209,102387,365.6336975,0.855849326,0
0.176000002,-0.27141127,0.00790596,-790977,357.0556641,102388,370.6423645,0.861594081,0
0.180000001,-0.261540323,0.001646042,-790975,367.3553467,102390,385.668457,0.859021366,0
0.184000001,-0.275457561,0.004805565,-790974,363.9221191,102391,400.6943054,0.856076598,0
0.188000001,-0.273364693,0.003588676,-790972,370.7885742,102393,413.2160339,0.840683043,0
0.192000001,-0.25577268,0.000238419,-790971,391.3879395,102394,418.224762,0.829747856,0
0.196,-0.273945332,-0.004161835,-790969,401.6876221,102396,430.746521,0.819145799,0
0.2,-0.266744554,-0.003694534,-790967,408.5540771,102398,438.2593384,0.814743519,0
0.204,-0.265647978,-0.006466866,-790966,415.4205322,102400,448.2768555,0.816337705,0
0.208,-0.259755224,-0.004034042,-790964,418.8537598,102401,463.3028564,0.817721367,0
0.211999999,-0.268600345,-0.003358841,-790963,425.7202148,102403,465.8071594,0.816668808,0
0.215999999,-0.255939394,-0.010677338,-790961,429.1534424,102405,465.807312,0.820909858,0
0.219999999,-0.241902322,-0.008669853,-790959,429.1534424,102407,475.8246155,0.836179912,0
0.223999998,-0.237761036,-0.009069443,-790957,439.453125,102409,495.8591919,0.845148683,0
0.227999998,-0.223718882,-0.008295059,-790956,449.7528076,102411,505.8766479,0.847451508,0
0.231999998,-0.212471798,-0.007095337,-790954,449.7528076,102413,525.911377,0.822713256,0
0.235999998,-0.22973451,-0.00368309,-790952,460.0524902,102415,528.4157104,0.800567567,0
0.239999997,-0.215911239,-0.00642395,-790950,466.9189453,102417,538.4331665,0.778604805,0
0.243999997,-0.190696567,-0.008451462,-790948,473.7854004,102419,540.937439,0.76540935,0
0.247999997,-0.215301886,0.000883102,-790946,473.7854004,102422,540.9375,0.756475031,0
0.251999996,-0.20221132,-0.001554489,-790944,487.5183105,102424,558.4677734,0.766343653,0
0.255999996,-0.207013324,0.00038147,-790943,484.085083,102426,560.9723511,0.782484055,0
0.259999996,-0.208826497,0.00258255,-790941,490.9515381,102428,560.9720459,0.795301378,0
0.263999996,-0.217689589,0.003138542,-790939,494.3847656,102431,568.4852905,0.797234952,0
0.267999995,-0.182862774,-0.004384995,-790937,504.6844482,102433,588.5198364,0.802677989,0
0.271999995,-0.162545979,-0.00856781,-790935,504.6844482,102435,603.5458984,0.780962825,0
0.275999995,-0.170441702,-0.007390976,-790933,504.6844482,102438,613.5629883,0.753486514,0
0.279999995,-0.230387077,0.014295578,-790931,511.5509033,102440,611.0587158,0.74157387,0
0.283999994,-0.192838237,0.005361557,-790928,528.717041,102443,618.5719604,0.747535825,0
0.287999994,-0.14934504,-0.010984421,-790926,528.717041,102445,638.6068115,0.747613013,0
0.291999994,-0.132605523,-0.013473511,-790924,532.1502686,102448,633.5979614,0.751028776,0
0.295999993,-0.094480745,-0.016933441,-790922,532.1502686,102450,633.5979614,0.761017561,0
0.299999993,-0.15329884,-0.001649857,-790920,528.717041,102453,648.6239624,0.751737177,0
0.303999993,-0.137874901,-0.002832413,-790918,535.5834961,102455,666.1542969,0.727322578,0
0.307999993,-0.136687905,0.001413345,-790916,521.8505859,102458,663.6500244,0.719996274,0
0.311999992,-0.141383633,0.002380371,-790914,528.717041,102461,666.1546021,0.706792474,0
0.315999992,-0.134684458,-0.0041008,-790912,528.717041,102463,678.6760254,0.695823252,0
0.319999992,-0.111002542,-0.001197815,-790909,528.717041,102466,666.1542969,0.720217645,0
0.323999992,-0.127472118,0.003592491,-790907,532.1502686,102469,686.1891479,0.734891653,0
0.327999991,-0.154297382,0.014198303,-790905,539.0167236,102472,686.1889648,0.733854175,0
0.331999991,-0.137962848,0.007858276,-790903,542.4499512,102474,686.189209,0.747132719,0
0.335999991,-0.1325849,0.002645493,-790901,539.0167236,102477,696.2063599,0.750635028,0
0.33999999,-0.160551786,0.012718201,-790899,535.5834961,102480,713.7369385,0.715233445,0
0.34399999,-0.188222453,0.020482063,-790897,532.1502686,102483,716.2409058,0.672915876,0
0.34799999,-0.182101414,0.015224457,-790894,549.3164063,102486,718.7456055,0.634499669,0
0.35199999,-0.169486299,0.006853104,-790892,539.0167236,102489,706.223877,0.63191992,0
0.355999989,-0.143928483,-0.001568794,-790890,539.0167236,102491,708.7280884,0.666997492,0
0.359999989,-0.138605088,-0.002660751,-790888,535.5834961,102494,721.2498779,0.698451459,0
0.363999989,-0.164660797,-0.000548363,-790886,528.717041,102497,711.2323608,0.71005559,0
0.367999989,-0.168904915,0.002576828,-790884,528.717041,102500,726.2584229,0.714496791,0
0.371999988,-0.181719214,0.002639771,-790882,535.5834961,102503,731.2672729,0.697499335,0
0.375999988,-0.186113596,0.007102013,-790879,518.4173584,102506,726.258728,0.681788027,0
0.379999988,-0.186941937,0.002498627,-790877,525.2838135,102509,723.7541504,0.687056661,0
0.383999987,-0.16888538,0.002677917,-790875,521.8505859,102512,736.2759399,0.683924198,0
0.387999987,-0.192453444,0.004360199,-790873,511.5509033,102515,733.7713013,0.670920789,0
